feeperbyte=100
storageprice=10000
executionfeefactor=3
tea=1.00000000
#accounts,systemfee,networkfee,totalfee,sysfeeperacc,netfeeperacc,totalfeeperacc
220,3.25865889,0.00756752,3.26622641,0.01481209,0.00003440,0.01484649
221,3.27345876,0.00759652,3.28105528,0.01481204,0.00003438,0.01484641
222,3.28825863,0.00762552,3.29588415,0.01481198,0.00003435,0.01484633
223,3.30305850,0.00765452,3.31071302,0.01481193,0.00003433,0.01484625
224,3.31785837,0.00768352,3.32554189,0.01481187,0.00003431,0.01484617
225,3.33265824,0.00771252,3.34037076,0.01481182,0.00003428,0.01484610
226,3.34745811,0.00774152,3.35519963,0.01481177,0.00003426,0.01484602
227,3.36225798,0.00777052,3.37002850,0.01481171,0.00003424,0.01484595
228,3.37705785,0.00779952,3.38485737,0.01481166,0.00003421,0.01484587
229,3.39185772,0.00782852,3.39968624,0.01481161,0.00003419,0.01484580
230,3.40665759,0.00785752,3.41451511,0.01481156,0.00003417,0.01484572
231,3.42145746,0.00788652,3.42934398,0.01481151,0.00003415,0.01484565
232,3.43625733,0.00791552,3.44417285,0.01481146,0.00003412,0.01484558
233,3.45105720,0.00794452,3.45900172,0.01481141,0.00003410,0.01484551
234,3.46585707,0.00797352,3.47383059,0.01481136,0.00003408,0.01484543
235,3.48065694,0.00800252,3.48865946,0.01481131,0.00003406,0.01484536
236,3.49545681,0.00803152,3.50348833,0.01481126,0.00003404,0.01484529
237,3.51025668,0.00806052,3.51831720,0.01481121,0.00003402,0.01484523
238,3.52505655,0.00808952,3.53314607,0.01481117,0.00003399,0.01484516
239,3.53985642,0.00811852,3.54797494,0.01481112,0.00003397,0.01484509
240,3.55465629,0.00814752,3.56280381,0.01481107,0.00003395,0.01484502
241,3.56945616,0.00817652,3.57763268,0.01481103,0.00003393,0.01484495
242,3.58425603,0.00820552,3.59246155,0.01481098,0.00003391,0.01484489
243,3.59905590,0.00823452,3.60729042,0.01481093,0.00003389,0.01484482
244,3.61385577,0.00826352,3.62211929,0.01481089,0.00003387,0.01484476
245,3.62865564,0.00829252,3.63694816,0.01481084,0.00003385,0.01484469
246,3.64345551,0.00832152,3.65177703,0.01481080,0.00003383,0.01484463
247,3.65825538,0.00835052,3.66660590,0.01481076,0.00003381,0.01484456
248,3.67305525,0.00837952,3.68143477,0.01481071,0.00003379,0.01484450
249,3.68785512,0.00840852,3.69626364,0.01481067,0.00003377,0.01484444
250,3.70265499,0.00843752,3.71109251,0.01481062,0.00003376,0.01484438
251,3.71745486,0.00846652,3.72592138,0.01481058,0.00003374,0.01484431
252,3.73225473,0.00849552,3.74075025,0.01481054,0.00003372,0.01484425
253,3.74705460,0.00852452,3.75557912,0.01481050,0.00003370,0.01484419
254,3.76185447,0.00855352,3.77040799,0.01481046,0.00003368,0.01484413
255,3.77665434,0.00858252,3.78523686,0.01481041,0.00003366,0.01484407
256,3.79145421,0.00861152,3.80006573,0.01481037,0.00003364,0.01484401
257,3.80625408,0.00864052,3.81489460,0.01481033,0.00003363,0.01484395
258,3.82105395,0.00866952,3.82972347,0.01481029,0.00003361,0.01484389
259,3.83585382,0.00869852,3.84455234,0.01481025,0.00003359,0.01484384
260,3.85065369,0.00872752,3.85938121,0.01481021,0.00003357,0.01484378
261,3.86545356,0.00875652,3.87421008,0.01481017,0.00003355,0.01484372
262,3.88025343,0.00878552,3.88903895,0.01481013,0.00003354,0.01484367
263,3.89505330,0.00881452,3.90386782,0.01481009,0.00003352,0.01484361
264,3.90985317,0.00884352,3.91869669,0.01481005,0.00003350,0.01484355
265,3.92465304,0.00887252,3.93352556,0.01481002,0.00003349,0.01484350
266,3.93945291,0.00890152,3.94835443,0.01480998,0.00003347,0.01484344
267,3.95425278,0.00893052,3.96318330,0.01480994,0.00003345,0.01484339
268,3.96905265,0.00895952,3.97801217,0.01480990,0.00003344,0.01484333
269,3.98385252,0.00898852,3.99284104,0.01480987,0.00003342,0.01484328
270,3.99865239,0.00901752,4.00766991,0.01480983,0.00003340,0.01484323
271,4.01345226,0.00904652,4.02249878,0.01480979,0.00003339,0.01484317
272,4.02825213,0.00907552,4.03732765,0.01480976,0.00003337,0.01484312
273,4.04305200,0.00910452,4.05215652,0.01480972,0.00003335,0.01484307
274,4.05785187,0.00913352,4.06698539,0.01480968,0.00003334,0.01484302
275,4.07265174,0.00916252,4.08181426,0.01480965,0.00003332,0.01484297
276,4.08745161,0.00919152,4.09664313,0.01480961,0.00003331,0.01484291
277,4.10225148,0.00922052,4.11147200,0.01480958,0.00003329,0.01484286
278,4.11705135,0.00924952,4.12630087,0.01480954,0.00003328,0.01484281
279,4.13185122,0.00927852,4.14112974,0.01480951,0.00003326,0.01484276
